year,university,faculty,degree_name,employed_%,ft_perm_employed_%,mean_basic_salary_sgd,median_basic_salary_sgd,mean_gross_salary_sgd,median_gross_salary_sgd,p25_gross_salary_sgd,p75_gross_salary_sgd
2024,NTU,College of Science,Physics and Applied Physics,90.70,76.70,"4,258","4,037","4,473","4,250","3,888","4,517"
2024,NTU,Lee Kong Chian School of Medicine,Medicine,N.A,N.A,.A.,.A.,.A.,.A.,.A.,.A.
2024,NTU,National Institute of Education (NIE),Arts (with Education),100.00,100.00,"4,274","4,750","4,647","5,000","4,497","5,005"
2024,NTU,National Institute of Education (NIE),Science (with Education),100.00,100.00,"4,489","5,000","4,723","5,000","4,500","5,005"
2024,NTU,National Institute of Education (NIE),Sports Science and Management,89.80,55.10,"3,941","3,700","4,110","4,000","3,500","4,300"
2024,NUS,College of Design and Engineering,Bachelor of Arts (Architecture),96.50,94.10,"4,942","4,900","5,116","4,995","4,535","5,400"
2024,NUS,College of Design and Engineering,Bachelor of Arts (Industrial Design),76.70,60.00,"4,092","4,000","4,111","4,025","3,500","4,500"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Biomedical Engineering),70.20,63.80,"4,359","4,238","4,482","4,325","4,000","4,893"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Chemical Engineering),90.10,87.40,"4,614","4,500","4,892","4,760","4,300","5,000"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Civil Engineering),94.20,88.40,"4,310","4,200","4,420","4,240","4,000","4,935"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Electrical Engineering),88.40,86.00,"4,985","4,900","5,057","5,000","4,500","5,400"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Engineering Science),85.70,75.00,"5,571","5,500","5,695","5,600","4,325","6,200"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Environmental Engineering),87.50,75.00,"4,482","4,530","4,695","4,701","4,200","5,106"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Industrial and Systems Engineering),85.70,82.10,"4,742","4,800","4,905","4,900","4,300","5,500"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Materials Science and Engineering),95.70,87.00,"4,649","5,000","5,028","5,000","4,525","5,290"
2024,NUS,College of Design and Engineering,Bachelor of Engineering (Mechanical Engineering),85.30,82.40,"4,825","4,800","5,038","5,000","4,380","5,500"
2024,NUS,College of Design and Engineering,Bachelor of Landscape Architecture,70.60,52.90,"4,027","3,800","4,040","3,800","3,500","4,330"
2024,NUS,College of Design and Engineering,Bachelor of Science (Project and Facilities Management),86.40,80.70,"3,895","3,900","4,018","4,000","3,800","4,290"
2024,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,93.50,74.20,"5,138","4,200","5,474","4,300","3,600","6,250"
2024,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),83.00,67.40,"4,219","4,300","4,476","4,419","4,200","4,830"
2024,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,86.10,73.90,"4,294","4,150","4,462","4,210","3,820","4,800"
2024,NUS,Faculty of Dentistry,Bachelor of Dental Surgery,100.00,100.00,"4,600","4,550","4,641","4,550","4,550","4,950"
2024,NUS,Faculty of Law,Bachelor of Laws,93.80,90.40,"6,731","7,000","6,999","7,000","6,200","7,000"
2024,NUS,Faculty of Science,Bachelor of Science,92.30,61.50,"3,475","3,425","4,135","4,310","3,650","5,030"
2024,NUS,Faculty of Science,Bachelor of Science (Computational Biology),83.30,75.00,"5,159","5,140","5,252","5,240","5,000","5,558"
2024,NUS,Faculty of Science,Bachelor of Science (Data Science and Analytics),85.90,77.00,"5,673","5,100","5,855","5,400","4,800","6,600"
2024,NUS,Faculty of Science,Bachelor of Science (Hons),85.30,75.40,"4,267","4,000","4,469","4,150","3,900","4,800"
2024,NUS,Faculty of Science,Bachelor of Science (Pharmacy),N.A,N.A,.A.,.A.,.A.,.A.,.A.,.A.
2024,NUS,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),90.40,84.20,"5,766","5,500","5,896","5,800","5,500","6,666"
2024,NUS,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,90.00,86.00,"4,231","4,250","4,354","4,300","4,000","4,500"
2024,NUS,NUS Business School,Bachelor of Business Administration,85.50,81.80,"6,445","5,000","6,903","5,100","4,200","8,500"
2024,NUS,NUS Business School,Bachelor of Business Administration (Accountancy),100.00,90.90,"4,650","3,400","4,658","4,300","4,000","4,500"
2024,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),96.90,94.50,"4,782","4,350","4,864","4,388","4,250","5,242"
2024,NUS,NUS Business School,Bachelor of Business Administration (Hons),91.10,84.90,"5,248","4,779","5,430","4,900","4,200","5,800"
2024,NUS,NUS Business School,Bachelor of Science (Real Estate),92.50,81.70,"4,306","4,000","4,452","4,100","3,800","4,600"
2024,NUS,School of Computing,Bachelor of Computing (Computer Science),89.10,87.80,"6,529","6,400","6,788","6,500","5,600","7,500"
2024,NUS,School of Computing,Bachelor of Computing (Information Security),91.20,88.20,"6,125","6,005","6,581","6,110","5,500","7,049"
2024,NUS,School of Computing,Bachelor of Computing (Information Systems),90.30,87.50,"5,894","6,000","6,132","6,000","5,200","6,595"
2024,NUS,School of Computing,Bachelor of Science (Business Analytics),92.50,87.80,"5,545","5,200","5,712","5,400","4,900","6,350"
2024,NUS,YST Conservatory of Music,Bachelor of Music,88.90,27.80,"3,620","3,600","3,820","3,700","3,400","4,100"
2024,NUS,Yale-NUS College,Bachelor of Arts with Honours,84.40,73.30,"4,965","4,500","5,147","4,557","4,200","5,590"
2024,NUS,Yale-NUS College,Bachelor of Science with Honours,89.20,81.10,"5,713","5,475","5,898","5,403","4,500","6,400"
2024,NUS,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery,N.A,N.A,.A.,.A.,.A.,.A.,.A.,.A.
2024,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),88.30,83.40,"3,627","3,650","3,993","3,950","3,650","4,110"
2024,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),94.90,94.30,"3,826","3,850","4,074","4,050","3,880","4,250"
2024,SMU,School of Accountancy,Accountancy,95.80,94.20,"4,641","4,350","4,755","4,350","4,100","5,000"
2024,SMU,School of Accountancy,Accountancy (Cum Laude and above),95.80,95.00,"4,938","4,500","5,074","4,500","4,300","5,403"
2024,SMU,School of Business,Business Management,89.50,83.20,"4,847","4,500","5,007","4,500","4,000","5,300"
2024,SMU,School of Business,Business Management (Cum Laude and above),92.10,88.10,"5,155","4,500","5,323","4,825","4,200","5,500"
2024,SMU,School of Computing & Information Systems,Computing & Law,100.00,100.00,"4,816","4,500","5,030","4,500","4,300","5,250"
2024,SMU,School of Computing & Information Systems,Computing & Law (Cum Laude and above),100.00,100.00,"5,171","5,000","5,397","5,000","4,300","6,290"
2024,SMU,School of Computing & Information Systems,Computing Science,97.10,94.30,"5,900","5,850","6,245","6,000","4,850","7,000"
2024,SMU,School of Computing & Information Systems,Computing Science (Cum Laude and above),97.30,97.30,"6,490","6,000","6,781","6,400","5,735","7,500"
2024,SMU,School of Computing & Information Systems,Information Systems,86.00,79.20,"5,180","5,000","5,362","5,000","4,600","5,916"
2024,SMU,School of Computing & Information Systems,Information Systems (Cum Laude and above),93.90,88.60,"5,750","5,500","5,954","5,549","5,000","6,600"
2024,SMU,School of Economics,Economics,86.50,78.40,"4,838","4,560","5,069","4,753","4,200","5,200"
2024,SMU,School of Economics,Economics (Cum Laude and above),89.20,85.10,"5,200","4,875","5,523","5,000","4,380","5,833"
2024,SMU,School of Law,Law,97.60,95.90,"6,359","6,659","6,585","7,000","6,000","7,000"
2024,SMU,School of Law,Law (Cum Laude and above),98.00,95.90,"6,529","7,000","6,775","7,000","6,500","7,000"
2024,SMU,School of Social Sciences,Social Sciences,86.50,72.30,"4,368","4,113","4,553","4,334","3,675","5,059"
2024,SMU,School of Social Sciences,Social Sciences (Cum Laude and above),89.30,80.00,"4,589","4,247","4,823","4,500","3,800","5,470"
